Kode_Okupasi,Okupasi,Kode_Unit_Kompetensi,Judul_Unit_Kompetensi,Status_UK,Referensi
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),J.62DMI00.011.1,Mengintegrasikan Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),J.62DMS00.015.1,Membuat Business Intelligence,Berlaku,Nomor 268 Tahun 2020
TIK.DSC0606,ANOTATOR (ANNOTATOR),J.62DMI00.010.1,Menentukan Label Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0606,ANOTATOR (ANNOTATOR),J.62DMI00.006.1,Memvalidasi Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0606,ANOTATOR (ANNOTATOR),J.62DMI00.007.1,Menentukan Objek Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0606,ANOTATOR (ANNOTATOR),J.62AIN00.010.1,Menentukan Prosedur Pelabelan Data,Berlaku,Nomor 123 Tahun 2021
TIK.DSC0606,ANOTATOR (ANNOTATOR),J.62DMS00.001.1,Mengidentifikasi kebutuhan pengelolaan data untuk proses bisnis,Berlaku,Nomor 268 Tahun 2020
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),J.62DMI00.004.1,Mengumpulkan Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),J.62DMI00.005.1,Menelaah Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),J.62DMI00.006.1,Memvalidasi Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),J.62DMI00.007.1,Menentukan Objek Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),J.62DMI00.008.1,Membersihkan Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),J.62DMI00.009.1,Mengkonstruksi Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),J.62DMS00.020.1,Menjaga Kualitas Data,Berlaku,Nomor 268 Tahun 2020
TIK.DSC0601,SUPERVISOR ILMUWAN DATA (DATA SCIENTIST SUPERVISOR),J.62DMI00.004.1,Mengumpulkan Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0601,SUPERVISOR ILMUWAN DATA (DATA SCIENTIST SUPERVISOR),J.62DMI00.005.1,Menelaah Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0601,SUPERVISOR ILMUWAN DATA (DATA SCIENTIST SUPERVISOR),J.62DMI00.006.1,Memvalidasi Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0601,SUPERVISOR ILMUWAN DATA (DATA SCIENTIST SUPERVISOR),J.62DMI00.007.1,Menentukan Objek Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0601,SUPERVISOR ILMUWAN DATA (DATA SCIENTIST SUPERVISOR),J.62DMI00.008.1,Membersihkan Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0601,SUPERVISOR ILMUWAN DATA (DATA SCIENTIST SUPERVISOR),J.62DMI00.009.1,Mengkonstruksi Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0601,SUPERVISOR ILMUWAN DATA (DATA SCIENTIST SUPERVISOR),J.62DMI00.010.1,Menentukan Label Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0601,SUPERVISOR ILMUWAN DATA (DATA SCIENTIST SUPERVISOR),J.62DMI00.013.1,Membangun Model,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0601,SUPERVISOR ILMUWAN DATA (DATA SCIENTIST SUPERVISOR),J.62DMI00.014.1,Mengevaluasi Hasil Pemodelan,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0603,SUPERVISOR INSINYUR DATA (DATA ENGINEER SUPERVISOR),J.62DMS00.006.1,Merancang basis data,Berlaku,Nomor 268 Tahun 2020
TIK.DSC0603,SUPERVISOR INSINYUR DATA (DATA ENGINEER SUPERVISOR),J.62DMS00.008.1,Mengelola Reference and Master Data,Berlaku,Nomor 268 Tahun 2020
TIK.DSC0603,SUPERVISOR INSINYUR DATA (DATA ENGINEER SUPERVISOR),J.62DMS00.009.1,Mengelola Metadata,Berlaku,Nomor 268 Tahun 2020
TIK.DSC0603,SUPERVISOR INSINYUR DATA (DATA ENGINEER SUPERVISOR),J.620100.020.02,Menggunakan SQL,Berlaku,Nomor 282 Tahun 2016
TIK.DSC0603,SUPERVISOR INSINYUR DATA (DATA ENGINEER SUPERVISOR),J.62DMS00.010.1,Membuat basis data,Berlaku,Nomor 268 Tahun 2020
TIK.DSC0603,SUPERVISOR INSINYUR DATA (DATA ENGINEER SUPERVISOR),J.62DMS00.011.1,Membuat integrasi data,Berlaku,Nomor 268 Tahun 2020
TIK.DSC0603,SUPERVISOR INSINYUR DATA (DATA ENGINEER SUPERVISOR),J.62DMS00.019.1,Menggunakan Data,Berlaku,Nomor 268 Tahun 2020
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),J.62DMI00.004.1,Mengumpulkan Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),J.62DMI00.005.1,Menelaah Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),J.62DMI00.008.1,Membersihkan Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),J.62DMI00.010.1,Menentukan Label Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),J.620100.020.02,Menggunakan SQL,Berlaku,Nomor 282 Tahun 2016
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),J.62DMS00.010.1,Membuat basis data,Berlaku,Nomor 268 Tahun 2020
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),J.62DMS00.011.1,Membuat integrasi data,Berlaku,Nomor 268 Tahun 2020
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),J.62DMS00.019.1,Menggunakan Data,Berlaku,Nomor 268 Tahun 2020
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),J.62DMI00.004.1,Mengumpulkan Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),J.62DMI00.005.1,Menelaah Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),J.62DMI00.007.1,Menentukan Objek Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),J.62DMI00.008.1,Membersihkan Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),J.620100.020.02,Menggunakan SQL,Berlaku,Nomor 282 Tahun 2016
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),J.62DMS00.019.1,Menggunakan Data,Berlaku,Nomor 268 Tahun 2020
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),J.63OPR00.001.2,Menggunakan Perangkat Komputer,Berlaku,Nomor 56 Tahun 2018
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),J.63OPR00.002.2,Menggunakan Sistem Operasi,Berlaku,Nomor 56 Tahun 2018
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),J.63OPR00.003.2,Menggunakan Peralatan Peripheral,Berlaku,Nomor 56 Tahun 2018
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),J.63OPR00.006.2,Menggunakan Perangkat Lunak Presentasi Tingkat Dasar,Berlaku,Nomor 56 Tahun 2018
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),J.63OPR00.007.2,Menggunakan Penelusur Situs Web (Web Browser),Berlaku,Nomor 56 Tahun 2018
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),J.63OPR00.008.2,Menggunakan Perangkat Lunak Pengakses Surat Elektronik (E-mail Client),Berlaku,Nomor 56 Tahun 2018
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),J.63OPR00.010.2,Menggunakan Aplikasi Media Sosial,Berlaku,Nomor 56 Tahun 2018
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),J.63OPR00.011.2,Menggunakan Perangkat Lunak Pengolah Kata Tingkat Lanjut,Berlaku,Nomor 56 Tahun 2018
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),J.63OPR00.012.2,Menggunakan Perangkat Lunak Lembar Kerja Tingkat Lanjut,Berlaku,Nomor 56 Tahun 2018
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),J.63OPR00.014.2,Melakukan Pemasukan Data,Berlaku,Nomor 56 Tahun 2018
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),J.63OPR00.016.2,Mengidentifikasi Aspek Keamanan Informasi Pengguna,Berlaku,Nomor 56 Tahun 2018
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),J.63OPR00.006.2,Menggunakan Perangkat Lunak Presentasi Tingkat Dasar,Berlaku,Nomor 56 Tahun 2018
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),J.63OPR00.007.2,Menggunakan Penelusur Situs Web (Web Browser),Berlaku,Nomor 56 Tahun 2018
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),J.63OPR00.014.2,Melakukan Pemasukan Data,Berlaku,Nomor 56 Tahun 2018
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),J.63OPR00.004.2,Menggunakan Perangkat Lunak Pengolah Kata Tingkat Dasar,Berlaku,Nomor 56 Tahun 2018
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),J.63OPR00.009.2,Menggunakan aplikasi berbasis internet (Internet Based Applications Literacy),Berlaku,Nomor 56 Tahun 2018
TIK.DSC0202,STAF ANOTATOR (ANNOTATOR STAFF),J.62DMI00.010.1,Menentukan Label Data,Berlaku,Nomor 299 Tahun 2020
TIK.DSC0202,STAF ANOTATOR (ANNOTATOR STAFF),J.63OPR00.001.2,Menggunakan Perangkat Komputer,Berlaku,Nomor 56 Tahun 2018
TIK.DSC0202,STAF ANOTATOR (ANNOTATOR STAFF),J.63OPR00.009.2,Menggunakan aplikasi berbasis internet (Internet Based Applications Literacy),Berlaku,Nomor 56 Tahun 2018
TIK.DSC0202,STAF ANOTATOR (ANNOTATOR STAFF),J.63OPR00.004.2,Menggunakan Perangkat Lunak Pengolah Kata Tingkat Dasar,Berlaku,Nomor 56 Tahun 2018
TIK.DSC0202,STAF ANOTATOR (ANNOTATOR STAFF),J.63OPR00.005.2,Menggunakan Perangkat Lunak Lembar Sebar (Spreadsheet) Tingkat Dasar,Berlaku,Nomor 56 Tahun 2018
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62090.002.01,Menyelaraskan Penerapan Prinsip Perlindungan Informasi dengan Misi dan Tujuan Organisasi,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62KAM00.018.2,Menyusun Rencana Penerapan Kebijakan Keamanan Informasi,Berlaku,Nomor 191 Tahun 2024
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62KAM00.019.2,Melaksanakan Pemantauan Penerapan Kebijakan Keamanan Informasi,Berlaku,Nomor 191 Tahun 2024
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62KAM00.001.2,Mengklasifikasikan Informasi yang Bersifat Rahasia,Berlaku,Nomor 191 Tahun 2024
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62090.008.01,Melaksanakan Ketentuan Hukum yang Berlaku tentang Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62090.010.01,Mengimplementasikan Prosedur Keamanan Informasi dalam Kegiatan Pengadaan,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62090.013.01,Mengelola Proses Sertifikasi dan Akreditasi untuk Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62090.016.01,Mengelola Sdm yang Terkait dengan Tugas-Tugas Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62090.017.01,Mengelola Program Peningkatan Kepedulian dan Pelatihan Terkait dengan Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62090.022.01,Melakukan Evaluasi Kinerja Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62KAM00.012.2,Menentukan Metode Pelindungan Fisik Keamanan Informasi,Berlaku,Nomor 191 Tahun 2024
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62090.025.01,Mengelola Sistem Pertahanan dan Perlindungan Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62090.026.01,Menyediakan Dukungan Keamanan Bagi Pengguna,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62090.029.01,Mengelola Perimeter Keamanan,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62090.031.01,Mengelola Aspek Keamanan Sistem Informasi pada Setiap Kegiatan Upgrade/Peremajaan Sistem Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62090.035.01,Mengelola Siklus Pemberian Akses,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62090.038.01,Melaksanakan Evaluasi Kelemahan (Vulnerability) Keamanan,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62090.039.01,Mengimplementasikan Koreksi Atas Kerentanan Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62090.040.01,Mengelola Insiden Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62090.041.01,Menyediakan Dukungan Keamanan Untuk Permasalahan Perangkat Keras dan Piranti Lunak,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62KAM00.003.2,Melaksanakan Pengamanan Integrtas Informasi,Berlaku,Nomor 191 Tahun 2024
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62KAM00.004.2,Melaksanakan Validasi Integritas Informasi,Berlaku,Nomor 191 Tahun 2024
TIK.SEC0901,PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),J.62KAM00.006.2,Mengimplementasikan Penyediaan Fasilitas Pemrosesan Informasi dengan Redundansi yang sesuai,Berlaku,Nomor 191 Tahun 2024
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),J.611000.006.01,Merancang Keamanan Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),J.620100.002.01,Menganalisis Skalabilitas Perangkat Lunak,Berlaku,Nomor 282 Tahun 2016
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),J.620100.045.01,Melakukan Pemantauan Resource yang Digunakan Aplikasi,Berlaku,Nomor 282 Tahun 2016
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),J.6202000.002.01,Menganalisis proses bisnis yang berjalan,Berlaku,Nomor 139 Tahun 2016
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),J.6202000.018.01,Menganalisis alternate flow dari proses bisnis,Berlaku,Nomor 139 Tahun 2016
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),J.62090.001.01,Menerapkan Prinsip Perlindungan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),J.62090.002.01,Menyelaraskan Penerapan Prinsip Perlindungan Informasi dengan Misi dan Tujuan Organisasi,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),J.62090.003.01,Menerapkan Prinsip Keamanan Informasi untuk Penggunaan Jaringan Internet,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),J.62090.004.01,Menerapkan Prinsip Keamanan Informasi pada Transaksi Elektronik,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),J.62090.018.01,Mengelola Risiko Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),J.62090.022.01,Melakukan Evaluasi Kinerja Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),J.62090.034.01,Mengkaji Efektivitas Penerapan Kontrol Akses,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),J.63HOS00.005.2,Merekayasa Arsitektur Virtualisasi Sistem Public/Private/Hybrid/Sovereign Cloud,Berlaku,Nomor 102 Tahun 2023
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),J.63HOS00.018.2,Melakukan Antisipasi Gangguan dan Ancaman terhadap Sistem Cloud,Berlaku,Nomor 102 Tahun 2023
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),M.70ATI00.002.2,Menganalisis Risiko Audit Teknologi Informasi,Berlaku,Nomor 231 Tahun 2024
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),M.702000.010.01,Mengawasi Kelayakan Pelaksanaan Prosedur Audit Teknologi Informasi,Dicabut,Nomor 48 Tahun 2015
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),M.702000.011.01,Mengawasi Kelayakan Dokumentasi Hasil Pelaksanaan Prosedur Audit Teknologi Informasi,Dicabut,Nomor 48 Tahun 2015
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),M.70ATI00.015.2,Menyusun Rekomendasi Audit Teknologi Informasi,Berlaku,Nomor 231 Tahun 2024
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),M.70ATI00.018.2,Memverifikasi Kelayakan Tindak Lanjut Audit Teknologi Informasi,Berlaku,Nomor 231 Tahun 2024
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),M.70MKT00.002.2,Melaksanakan Penulisan Bisnis (Business Writing),Berlaku,Nomor 124 Tahun 2022
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),M.70MKT00.029.2,Mewujudkan Kepuasan Pelanggan,Berlaku,Nomor 124 Tahun 2022
TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),M.71KKK01.011.1,Menerapkan Manajemen Risiko K3,Dicabut,Nomor 38 Tahun 2019
TIK.SEC0802,ARSITEK KEAMANAN (SECURITY ARCHITECT),J.620200.003.01,"Menetapkan Baseline dan Target Arsitektur Bisnis, serta Kesenjangan antara Baseline dan Target Arsitektur Bisnis",Berlaku,Nomor 90 Tahun 2015
TIK.SEC0802,ARSITEK KEAMANAN (SECURITY ARCHITECT),J.620200.008.01,Menyusun Roadmap dan Komponen Arsitektur Data,Berlaku,Nomor 90 Tahun 2015
TIK.SEC0802,ARSITEK KEAMANAN (SECURITY ARCHITECT),J.620200.014.01,Menyusun Roadmap dan Komponen Arsitektur Teknologi,Berlaku,Nomor 90 Tahun 2015
TIK.SEC0802,ARSITEK KEAMANAN (SECURITY ARCHITECT),J.62090.002.01,Menyelaraskan Penerapan Prinsip Perlindungan Informasi dengan Misi dan Tujuan Organisasi,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0802,ARSITEK KEAMANAN (SECURITY ARCHITECT),J.62090.001.01,Menerapkan Prinsip Perlindungan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0802,ARSITEK KEAMANAN (SECURITY ARCHITECT),J.62090.022.01,Melakukan Evaluasi Kinerja Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0802,ARSITEK KEAMANAN (SECURITY ARCHITECT),J.62090.033.01,Mengidentifikasi Serangan-Serangan Terhadap Kontrol Akses,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0802,ARSITEK KEAMANAN (SECURITY ARCHITECT),J.62090.034.01,Mengkaji Efektivitas Penerapan Kontrol Akses,Dicabut,Nomor 55 Tahun 2015
TIK.SEC0802,ARSITEK KEAMANAN (SECURITY ARCHITECT),J.62SQA00.010.1,Melakukan Pengujian Keamanan Perangkat Lunak,Berlaku,Nomor 47 Tahun 2017
TIK.SEC0802,ARSITEK KEAMANAN (SECURITY ARCHITECT),M.70MKT00.001.2,Melaksanakan Komunikasi Efektif,Berlaku,Nomor 124 Tahun 2022
TIK.SEC0802,ARSITEK KEAMANAN (SECURITY ARCHITECT),M.70MKT00.002.2,Melaksanakan Penulisan Bisnis (Business Writing),Berlaku,Nomor 124 Tahun 2022
TIK.SEC0802,ARSITEK KEAMANAN (SECURITY ARCHITECT),M.702090.004.01,Melakukan pendekatan kepada calon pelanggan potensial,Dicabut,Nomor 389 Tahun 2013
TIK.SEC0803,SPESIALIS KRIPTOGRAFI (CRYPTOGRAPHIC SPECIALIST),J.61KRP00.001.1,Menentukan Kebutuhan Keamanan Minimal Produk Kriptografi,Berlaku,Nomor 4 Tahun 2023
TIK.SEC0803,SPESIALIS KRIPTOGRAFI (CRYPTOGRAPHIC SPECIALIST),J.61KRP00.002.1,Menentukan Ruang Lingkup Produk Kriptografi,Berlaku,Nomor 4 Tahun 2023
TIK.SEC0803,SPESIALIS KRIPTOGRAFI (CRYPTOGRAPHIC SPECIALIST),J.61KRP00.003.1,Menetapkan Spesifikasi Desain Produk Kriptografi,Berlaku,Nomor 4 Tahun 2023
TIK.SEC0803,SPESIALIS KRIPTOGRAFI (CRYPTOGRAPHIC SPECIALIST),J.61KRP00.005.1,Menentukan Metode Analisis Matematis Terhadap Desain Produk Kriptografi,Berlaku,Nomor 4 Tahun 2023
TIK.SEC0804,MANAJER INVESTIGASI INSIDEN SIBER (CYBER INCIDENT INVESTIGATION MANAGER),PMAWHS310,Investigate Incidents,,PMAWHS
TIK.SEC0804,MANAJER INVESTIGASI INSIDEN SIBER (CYBER INCIDENT INVESTIGATION MANAGER),PMAOMIR444,Develop incident containment tactics,,PMAOMIR
TIK.SEC0804,MANAJER INVESTIGASI INSIDEN SIBER (CYBER INCIDENT INVESTIGATION MANAGER),PMAOMIR418,Coordinate incident response,,PMAOMIR
TIK.SEC0804,MANAJER INVESTIGASI INSIDEN SIBER (CYBER INCIDENT INVESTIGATION MANAGER),PMAOMIR322,Manage incident response information,,PMAOMIR
TIK.SEC0804,MANAJER INVESTIGASI INSIDEN SIBER (CYBER INCIDENT INVESTIGATION MANAGER),PMAWHS511,Manage emergency incidents,,PMAWHS
TIK.SEC0804,MANAJER INVESTIGASI INSIDEN SIBER (CYBER INCIDENT INVESTIGATION MANAGER),ICTCYS403,Plan and implement information security strategies for an organization,,ICTCYS
TIK.SEC0804,MANAJER INVESTIGASI INSIDEN SIBER (CYBER INCIDENT INVESTIGATION MANAGER),,Melakukan manajerial terhadap kompetensi tim yang sesuai dengan pertelaan tugasnya,,
TIK.SEC0804,MANAJER INVESTIGASI INSIDEN SIBER (CYBER INCIDENT INVESTIGATION MANAGER),,Melakukan manajerial terhadap peralatan penanganan cyber incidents dan pemeriksaan digital forensik,,
TIK.SEC0804,MANAJER INVESTIGASI INSIDEN SIBER (CYBER INCIDENT INVESTIGATION MANAGER),,Menentukan urutan pekerjaan penanganan cyber incidents dan pemeriksaan digital forensik,,
TIK.SEC0804,MANAJER INVESTIGASI INSIDEN SIBER (CYBER INCIDENT INVESTIGATION MANAGER),,Melakukan pengawasan dan pengendalian terhadap pelaksanaan penanganan cyber incidents dan pemeriksaan digital forensik,,
TIK.SEC0804,MANAJER INVESTIGASI INSIDEN SIBER (CYBER INCIDENT INVESTIGATION MANAGER),,Melakukan pengawasan dan pengendalian terhadap pelaksanaan scientific crime investigation secara keseluruhan dan bersesuaian dengan hukum yang berlaku,,
TIK.SEC0805,SPESIALIS FORENSIK SIBER (CYBER FORENSIC SPECIALIST),POLFOR004,Develop forensic crime scene expertise,,POLFOR
TIK.SEC0805,SPESIALIS FORENSIK SIBER (CYBER FORENSIC SPECIALIST),POLFOR002,Conduct complex forensic crime and incident scene investigation,,POLFOR
TIK.SEC0805,SPESIALIS FORENSIK SIBER (CYBER FORENSIC SPECIALIST),POLFOR003,Coordinate multi-discipline forensic investigations,,POLFOR
TIK.SEC0805,SPESIALIS FORENSIK SIBER (CYBER FORENSIC SPECIALIST),,Mengidentifikasi dan mengumpulkan barang bukti elektronik dan digital,,
TIK.SEC0805,SPESIALIS FORENSIK SIBER (CYBER FORENSIC SPECIALIST),,Mengidentifikasi dan melokalisir cyber attack,,
